Name,Date,Time,Type,Hours,Late,Emotion
images (2),14-07-2026,08:14:51,IN,,False,Fear
images (2),14-07-2026,08:14:52,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:52,IN,,False,Neutral
images (2),14-07-2026,08:14:52,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:52,IN,,False,Neutral
images (2),14-07-2026,08:14:52,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:53,IN,,False,Neutral
images (2),14-07-2026,08:14:53,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:54,IN,,False,Neutral
images (2),14-07-2026,08:14:54,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:54,IN,,False,Neutral
images (2),14-07-2026,08:14:54,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:54,IN,,False,Neutral
images (2),14-07-2026,08:14:55,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:55,IN,,False,Neutral
images (2),14-07-2026,08:14:55,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:55,IN,,False,Neutral
images (2),14-07-2026,08:14:55,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:56,IN,,False,Neutral
images (2),14-07-2026,08:14:56,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:56,IN,,False,Neutral
images (2),14-07-2026,08:14:56,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:57,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:14:57,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:58,OUT,0h 00m,False,Fear
images (2),14-07-2026,08:14:58,IN,,False,Neutral
images (2),14-07-2026,08:14:59,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:59,IN,,False,Neutral
images (2),14-07-2026,08:14:59,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:14:59,IN,,False,Neutral
images (2),14-07-2026,08:14:59,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:00,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:00,IN,,False,Neutral
images (2),14-07-2026,08:15:00,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:01,IN,,False,Neutral
images (2),14-07-2026,08:15:01,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:01,IN,,False,Neutral
images (2),14-07-2026,08:15:01,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:02,IN,,False,Neutral
images (2),14-07-2026,08:15:02,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:02,IN,,False,Neutral
images (2),14-07-2026,08:15:02,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:02,IN,,False,Neutral
images (2),14-07-2026,08:15:03,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:03,IN,,False,Neutral
images (2),14-07-2026,08:15:03,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:03,IN,,False,Neutral
images (2),14-07-2026,08:15:04,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:04,IN,,False,Neutral
images (2),14-07-2026,08:15:04,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:04,IN,,False,Neutral
images (2),14-07-2026,08:15:04,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:05,IN,,False,Neutral
images (2),14-07-2026,08:15:05,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:05,IN,,False,Neutral
images (2),14-07-2026,08:15:05,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:05,IN,,False,Neutral
images (2),14-07-2026,08:15:06,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:06,IN,,False,Neutral
images (2),14-07-2026,08:15:06,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:06,IN,,False,Neutral
images (2),14-07-2026,08:15:07,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:07,IN,,False,Neutral
images (2),14-07-2026,08:15:07,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:07,IN,,False,Neutral
images (2),14-07-2026,08:15:08,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:08,IN,,False,Neutral
images (2),14-07-2026,08:15:08,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:08,IN,,False,Neutral
images (2),14-07-2026,08:15:08,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:09,IN,,False,Neutral
images (2),14-07-2026,08:15:09,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:09,IN,,False,Neutral
images (2),14-07-2026,08:15:09,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:15:09,IN,,False,Neutral
images (2),14-07-2026,08:15:10,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:13,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:14,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:14,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:14,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:14,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:15,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:15,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:15,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:15,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:16,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:16,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:16,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:16,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:16,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:17,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:17,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:17,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:17,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:17,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:18,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:18,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:18,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:18,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:18,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:19,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:19,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:19,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:20,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:20,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:20,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:20,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:20,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:21,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:21,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:21,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:21,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:21,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:22,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:22,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:22,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:22,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:22,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:23,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:23,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:23,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:24,IN,,False,Angry
IMG20260607211840,14-07-2026,08:15:24,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:24,IN,,False,Angry
IMG20260607211840,14-07-2026,08:15:24,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:24,IN,,False,Angry
IMG20260607211840,14-07-2026,08:15:25,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:25,IN,,False,Angry
IMG20260607211840,14-07-2026,08:15:25,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:26,IN,,False,Angry
IMG20260607211840,14-07-2026,08:15:26,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:15:26,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:15:37,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:15:37,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:05,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:16:05,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:05,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:16:06,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:06,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:16:07,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:07,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:16:14,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:14,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:16:15,IN,,False,Angry
IMG20260607211840,14-07-2026,08:16:15,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:16:15,IN,,False,Angry
IMG20260607211840,14-07-2026,08:16:16,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:16:16,IN,,False,Angry
IMG20260607211840,14-07-2026,08:16:16,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:17,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:17,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:19,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:19,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:19,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:20,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:20,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:22,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:22,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:23,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:23,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:23,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:23,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:24,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:24,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:24,OUT,0h 00m,False,Fear
IMG20260607211840,14-07-2026,08:16:24,IN,,False,Fear
IMG20260607211840,14-07-2026,08:16:28,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:16:29,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:29,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:16:29,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:16:29,OUT,0h 00m,False,Neutral
images (2),14-07-2026,08:16:31,IN,,False,Fear
images (2),14-07-2026,08:16:31,OUT,0h 00m,False,Fear
images (2),14-07-2026,08:16:32,IN,,False,Fear
images (2),14-07-2026,08:16:32,OUT,0h 00m,False,Fear
images (2),14-07-2026,08:16:32,IN,,False,Fear
images (2),14-07-2026,08:16:32,OUT,0h 00m,False,Fear
images (2),14-07-2026,08:16:32,IN,,False,Fear
images (2),14-07-2026,08:16:33,OUT,0h 00m,False,Fear
images (2),14-07-2026,08:16:33,IN,,False,Fear
images (2),14-07-2026,08:16:33,OUT,0h 00m,False,Angry
images (2),14-07-2026,08:16:34,IN,,False,Angry
images (2),14-07-2026,08:16:34,OUT,0h 00m,False,Angry
images (2),14-07-2026,08:16:34,IN,,False,Angry
images (2),14-07-2026,08:16:35,OUT,0h 00m,False,Angry
IMG20260607211840,14-07-2026,08:17:07,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:17:08,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:17:09,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:17:09,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:17:10,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:10,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:10,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:10,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:11,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:11,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:11,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:12,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:12,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:12,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:13,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:13,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:13,IN,,False,Happy
IMG20260607211840,14-07-2026,08:17:13,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:17:14,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:17:19,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:17:21,IN,,False,Sad
IMG20260607211840,14-07-2026,08:19:15,OUT,0h 01m,False,Neutral
IMG20260607211840,14-07-2026,08:19:15,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:19:16,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:19:17,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:19:18,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:41,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:41,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:42,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:43,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:44,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:45,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:45,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:45,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:46,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:46,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:47,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:47,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:48,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:49,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:49,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:50,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:50,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:51,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:52,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:52,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:52,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:53,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:53,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:53,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:54,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:54,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:54,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:55,OUT,0h 00m,False,Neutral
IMG20260607211840,14-07-2026,08:20:55,IN,,False,Neutral
IMG20260607211840,14-07-2026,08:20:55,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:55,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:56,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:56,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:56,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:56,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:57,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:57,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:57,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:57,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:58,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:58,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:58,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:58,IN,,False,Happy
IMG20260607211840,14-07-2026,08:20:59,OUT,0h 00m,False,Happy
IMG20260607211840,14-07-2026,08:20:59,IN,,False,Surprise
IMG20260607211840,14-07-2026,08:20:59,OUT,0h 00m,False,Surprise
IMG20260607211840,14-07-2026,08:21:00,IN,,False,Surprise
IMG20260607211840,14-07-2026,08:21:00,OUT,0h 00m,False,Surprise
